"YY","WK","SALE_SUM_CNT","SALE_SUM_QTY","SALE_SUM_AMT","SALE_SUM_AVG","INCOME_CSI","CONSUME_CSI","P_CONSUME_CSI","CONSUME_INDEX","IT_EMP","FIN_EMP","HARDWARE_PRC","G_MOUSE","G_CPU","G_LABTOP","G_TABLET","REBT_AMT","DT"
"2018",46,20674,111514,12301030361.00,110309.291757,98.066666,109.6,95.53333400000001,97.62,864.6866660000002,847.54,148.38400000000001,34.56666666666667,25.56666666666667,59.733333333333334,9.0,1418433893.94,2018-11-12 00:00:00
"2019",39,16222,222032,17953854448.00,80861.562513,96.51612999999999,105.83870999999999,93.67742,96.258066,847.148388,807.341936,159.784,36.8,25.0,66.0,11.4,1431060377.81,2019-09-24 00:00:00
"2017",5,16246,103858,11865670189.00,114248.976381,97.957144,103.99375,90.0,92.357054,779.522948,798.19902,129.87,32.883475971033555,24.09183673469389,60.85286372613562,12.024687294272542,419003914.03,2017-01-29 00:00:00
"2019",16,14662,130367,11941500270.00,91599.103070,98.59375,110.0,95.0,100.928128,861.5218779999999,792.728128,162.954,32.0,25.0,59.46666666666666,11.0,1553525693.30,2019-04-16 00:00:00
"2018",23,11692,66263,8484336099.00,128040.325656,101.0,107.793104,95.0,107.662068,833.9206899999999,840.12069,185.0725,32.33333333333333,23.0,53.0,9.833333333333332,790296814.30,2018-06-04 00:00:00
"2015",17,12267,169150,7949599507.00,46997.336724,100.466666,106.0,92.0,102.953334,770.546666,793.493334,145.686,25.700000000000006,17.9,36.199999999999996,10.6,676263631.75,2015-04-23 00:00:00
"2015",48,15242,155655,10689513693.00,68674.399749,101.83871,109.67742000000001,95.67742,105.470968,785.929034,801.46129,142.404,26.2,19.8,45.60000000000001,10.8,765053000.81,2015-11-26 00:00:00
"2016",35,11775,90973,7469888774.00,82111.052444,100.0,106.0,93.78788,101.209092,801.748486,810.05758,140.22,27.0,19.0,45.0,8.741935483870968,376698704.69,2016-08-26 00:00:00
"2017",28,13698,79144,10274480196.00,129820.077276,103.0,108.612904,96.38709800000001,111.23871,780.1193559999999,783.7096779999999,157.238,28.0,21.290322580645157,50.41935483870967,9.0,510838183.80,2017-07-09 00:00:00
"2016",12,13771,86368,7062842488.00,81776.149592,98.51612999999999,105.0,92.51612999999999,98.38709600000001,754.445162,785.209678,133.834,26.483870967741947,19.58064516129033,44.67741935483872,10.0,512515061.24,2016-03-18 00:00:00
"2018",40,15362,149322,13615353453.00,91181.161871,100.69697,111.0,96.0,99.978788,855.718184,852.0878799999998,171.28750000000002,31.286021505376358,25.073886328725028,53.3694316436252,8.07388632872504,1217101088.33,2018-10-01 00:00:00
"2019",33,11546,95289,7125598853.00,74778.818677,95.066666,106.06666599999998,92.0,94.26666599999999,853.213334,796.92,146.92249999999999,37.67741935483872,23.838709677419356,69.93548387096772,11.838709677419358,823571560.42,2019-08-13 00:00:00
"2015",25,13531,66139,5602653983.00,84710.291703,99.21875,105.8125,92.8125,100.665628,778.48125,800.7625,131.344,26.6,18.533333333333328,38.533333333333324,10.466666666666672,811653050.81,2015-06-18 00:00:00
"2016",41,11408,60025,4865989836.00,81066.053077,100.16129000000001,107.0,94.16129000000001,101.348388,789.796774,813.396774,131.51250000000002,29.0,19.258064516129043,49.25806451612904,10.258064516129028,450581860.47,2016-10-07 00:00:00
"2017",22,15516,172285,14407062855.00,83623.431262,101.965454,106.06000000000002,95.945454,107.835092,783.6838180000001,777.832182,146.04000000000002,26.120737327188944,20.9221198156682,44.964976958525334,8.060368663594472,661479942.50,2017-05-28 00:00:00
"2020",3,19949,244037,17593240612.00,72092.513069,99.45161399999999,109.48387199999999,95.0,102.29032199999999,851.0225800000001,790.71613,180.80599999999998,41.354838709677416,30.451612903225815,83.25806451612902,13.0,1454675793.97,2020-01-15 00:00:00
"2020",11,20373,185443,14952358356.00,80630.481366,93.25,101.125,90.0,89.962502,847.8875020000002,781.037502,152.51000000000002,46.3225806451613,33.3225806451613,100.0,14.967741935483872,1414001224.58,2020-03-11 00:00:00
"2016",52,13040,96886,9865316008.00,101823.958136,98.0,103.9,90.3,93.71000000000001,802.68,809.82,123.31000000000002,29.580645161290327,23.290322580645153,55.451612903225794,14.0,611719029.32,2016-12-23 00:00:00
"2019",47,18653,187886,17065640130.00,90829.759162,98.37931200000001,108.68965599999999,95.0,100.255172,856.9172419999999,805.379312,163.43400000000003,38.0,26.0,70.0,11.36666666666667,1416638880.79,2019-11-19 00:00:00
"2017",13,16086,183771,15399033492.00,83794.687366,97.935484,104.0,91.87096799999999,95.838712,792.696774,790.72258,137.99200000000002,30.096774193548384,23.387096774193555,48.064516129032256,10.096774193548384,433244300.18,2017-03-26 00:00:00
"2015",34,13190,117319,6051979809.00,51585.675031,100.0,105.612904,92.225806,100.59677400000001,783.8258060000001,794.89355,123.566,24.580645161290313,19.0,41.0,11.0,515765002.41,2015-08-20 00:00:00
"2018",29,13479,115892,9733437491.00,83987.138810,99.8125,105.8125,93.8125,102.809378,834.3875,850.5875,181.69199999999998,34.548387096774185,24.645161290322587,58.0,9.0,820628972.03,2018-07-16 00:00:00
"2015",31,15521,190564,17057773837.00,89512.047590,99.87096799999999,105.0,91.064516,99.664516,786.1354840000001,793.519356,130.73999999999998,24.387096774193555,19.0,40.80645161290322,10.903225806451616,617568433.53,2015-07-30 00:00:00
"2019",4,18530,164597,15102145138.00,91752.250271,98.258066,109.0,94.741936,97.345162,882.4,816.71613,144.882,37.5483870967742,26.580645161290327,75.54838709677419,11.0,1547567696.85,2019-01-22 00:00:00
"2017",19,12479,68512,6840291810.00,99840.784242,100.09091000000001,106.0,94.09091000000001,103.31818200000001,784.3636359999999,778.336364,142.6,27.419354838709673,19.58064516129033,43.58064516129033,8.709677419354838,679704226.25,2017-05-07 00:00:00
"2018",9,18228,147514,15647639393.00,106075.622605,103.042858,108.02142800000001,96.98,108.438714,801.787572,838.522428,164.30749999999998,37.18597761685319,26.009545753785382,66.00098749177091,11.958525345622116,617889137.63,2018-02-26 00:00:00
"2019",30,14459,178784,10652502164.00,59583.084414,96.212122,107.212122,92.424244,96.260608,860.654546,796.436364,155.87399999999997,34.70967741935484,24.032258064516128,65.70967741935485,10.741935483870973,1367002998.62,2019-07-23 00:00:00
"2020",17,20825,160923,12898897251.00,80155.709569,84.06666600000001,88.6,82.06666600000001,72.826666,850.3800000000001,779.8866659999999,156.272,47.0,33.300000000000004,90.19999999999997,14.2,1946686851.41,2020-04-22 00:00:00
"2020",23,19224,139270,14578607920.00,104678.738565,87.15625,91.3125,83.15625,78.25625,862.84375,779.9125,177.17000000000002,44.79493087557604,31.790322580645157,78.88940092165899,11.9331797235023,1953210336.21,2020-06-03 00:00:00
"2018",52,15106,144622,14850559629.00,102685.342679,98.67742,108.83870999999999,94.16129,96.70644999999999,877.9064500000001,831.4419359999999,136.5325,34.0,27.41935483870967,70.06451612903227,10.612903225806457,1359148655.20,2018-12-24 00:00:00
"2019",10,19751,157004,13774174999.00,87731.363525,98.0,109.206896,95.0,99.64138,872.162068,799.451724,149.876,33.677419354838705,26.6774193548387,69.2258064516129,11.0,1257384879.24,2019-03-05 00:00:00
"2020",37,21642,209582,14506114863.00,69214.507271,90.8,96.9,86.5,85.56000000000002,,,208.59800000000004,45.199999999999996,30.93333333333333,88.60000000000001,14.46666666666667,2353517939.99,2020-09-09 00:00:00
"2016",32,12409,81620,5721758196.00,70102.403773,100.0,106.0,93.15151600000002,100.636364,806.39394,814.1303,142.868,27.0,19.004608294930872,45.00460829493087,8.07373271889401,390784591.69,2016-08-05 00:00:00
"2016",18,12749,263367,19913132252.00,75609.822992,99.0,105.931034,92.068966,100.989656,754.486206,785.2,136.844,24.4,18.733333333333327,39.0,8.266666666666667,456766138.64,2016-04-29 00:00:00
"2017",45,15181,78362,8645908219.00,110332.919259,104.0,108.26666600000001,96.26666600000001,110.05333399999999,781.153334,805.5600000000001,159.952,33.633333333333326,25.76666666666667,51.4,10.533333333333328,603633651.39,2017-11-05 00:00:00
"2015",5,14411,276991,18566530993.00,67029.365549,100.93333399999999,106.93333399999999,93.866666,102.0,739.3133339999999,809.0733339999999,136.16400000000002,26.741935483870957,18.129032258064516,48.48387096774193,13.870967741935486,369697147.33,2015-01-29 00:00:00
"2015",11,15594,90524,6764934731.00,74730.841887,100.875,107.875,92.0,102.087502,757.55,792.6375019999999,146.434,25.6774193548387,20.6774193548387,45.77419354838709,12.0,911710078.30,2015-03-12 00:00:00
"2019",24,14185,120450,11826540646.00,98186.306733,97.0,108.57142800000001,94.0,97.771428,860.542858,794.571428,162.984,32.266666666666666,24.46666666666667,62.0,10.63333333333333,1298594580.99,2019-06-11 00:00:00
"2018",3,16160,128788,11892763336.00,92343.722520,104.575758,109.0,97.0,110.59697000000001,787.7697,814.27273,171.188,39.58064516129033,32.806451612903224,66.09677419354838,11.032258064516128,641547367.30,2018-01-15 00:00:00
"2017",39,12308,147479,16322499388.00,110676.770170,103.0,107.137932,96.0,107.765518,782.72069,800.7103460000001,153.272,29.4,21.266666666666673,49.13333333333333,10.0,514193232.49,2017-09-24 00:00:00
"2020",31,17788,225829,26045865760.00,115334.459967,89.87096799999999,94.87096799999999,85.87096799999999,84.04516,851.72258,767.406452,196.21999999999997,45.61290322580645,31.709677419354826,86.03225806451613,15.516129032258073,1969873988.39,2020-07-29 00:00:00
"2019",13,16725,181935,17796386602.00,97817.278709,98.0,109.931034,95.0,99.78620599999999,866.0793120000001,792.2827599999999,149.072,32.322580645161295,25.3225806451613,61.77419354838711,11.0,1257384879.24,2019-03-26 00:00:00
"2018",43,13117,105535,12142155977.00,115053.356488,99.424244,111.0,96.0,99.469698,861.2545459999999,853.29697,154.272,33.96774193548388,25.74193548387097,56.70967741935484,8.741935483870968,1141958590.99,2018-10-22 00:00:00
"2019",36,17640,137091,11977499228.00,87368.968261,94.48387199999999,105.16129000000001,92.322582,93.141936,847.3516140000002,799.9580659999999,155.25,39.6,25.0,73.0,12.799999999999999,1431060377.81,2019-09-03 00:00:00
"2016",9,14340,194218,11576156492.00,59603.932138,98.322582,105.32258199999998,92.322582,97.57096800000001,758.7451619999999,790.922582,130.344,26.0,22.0,51.03448275862066,10.206896551724144,564564333.83,2016-02-26 00:00:00
"2016",15,12983,71831,5715671401.00,79571.096058,99.0,105.206896,92.793104,99.831034,754.3413800000001,783.1,136.44400000000002,26.5,17.333333333333332,39.0,9.666666666666668,456766138.64,2016-04-08 00:00:00
"2018",20,13428,76906,10465266768.00,136078.677450,101.483872,107.51613,95.0,107.764516,825.27742,838.5225800000001,173.026,31.483870967741947,23.0,52.51612903225806,9.483870967741936,580138952.82,2018-05-14 00:00:00
"2015",45,14451,69651,4922097883.00,70668.014572,101.16129000000001,108.32258199999998,94.322582,104.929034,782.270968,797.93871,140.198,23.400000000000002,19.099999999999998,40.699999999999996,10.1,765053000.81,2015-11-05 00:00:00
"2016",38,1316,15448,1351578868.00,87492.158726,100.0,106.46666599999999,94.0,101.35333399999999,795.3,810.846666,127.42,27.86666666666667,19.0,46.733333333333334,9.433333333333334,529928268.94,2016-09-16 00:00:00
"2017",25,12884,114326,9718419988.00,85006.210205,102.7,108.1,96.0,110.21,785.77,781.69,158.414,27.333333333333325,21.666666666666675,47.66666666666667,8.666666666666668,637180897.50,2017-06-18 00:00:00
"2017",2,13149,98471,9891576786.00,100451.673954,98.0,103.375,90.0,92.86250199999999,790.237502,802.987502,127.056,31.645161290322587,24.0,59.64516129032258,13.354838709677413,433225889.39,2017-01-08 00:00:00
"2020",14,26022,212301,20603458422.00,97048.334308,86.9025,92.84124999999999,84.89000000000001,78.211626,846.4448759999999,772.1463759999999,134.728,46.97235023041474,33.943778801843315,99.60000000000001,16.802764976958514,1718393011.34,2020-04-01 00:00:00
"2015",37,12328,87483,7019518457.00,80238.657304,100.0,106.3,93.0,101.46000000000001,781.9599999999999,798.36,132.01999999999998,25.0,19.0,41.0,10.733333333333329,653816261.21,2015-09-10 00:00:00
"2015",28,13472,63526,4346916541.00,68427.361096,98.51613,105.0,91.741936,98.24193600000001,783.358066,795.822582,130.344,27.096774193548384,19.0,39.451612903225815,10.225806451612899,634535672.05,2015-07-09 00:00:00
"2018",26,14679,146238,14372147624.00,98279.158795,101.0,107.068966,95.0,105.779312,829.793104,848.5931039999999,176.12999999999997,33.733333333333334,23.0,57.2,9.133333333333335,790296814.30,2018-06-25 00:00:00
"2018",32,15572,92547,9384902664.00,101406.881519,98.741936,105.25806599999999,93.258066,100.40968,845.1290300000001,849.30968,178.388,34.548387096774185,26.0,58.0,9.0,809322571.68,2018-08-06 00:00:00
"2017",16,13463,142042,9720975077.00,68437.328937,98.678572,105.357142,92.678572,99.18928600000001,787.821428,782.717858,140.696,28.8,20.599999999999998,44.6,9.4,450836277.92,2017-04-16 00:00:00
"2016",49,15802,172114,15233734706.00,88509.561720,98.06,105.96,91.06,95.0,816.1519999999999,819.492,117.92,27.1505376344086,21.980030721966216,49.23348694316437,13.904761904761902,527841193.16,2016-12-02 00:00:00
"2015",8,1767,9888,1261262160.00,127554.830097,101.678572,108.357142,92.642858,102.575,749.525,797.475,136.905,26.392857142857142,19.821428571428577,49.0,12.785714285714286,386186478.44,2015-02-19 00:00:00
"2016",1,16000,137746,12956048693.00,94057.531202,100.96552,107.0,93.03448,102.1069,777.98276,800.0,,25.01612903225805,19.0483870967742,46.145161290322605,11.98387096774195,105055399.18,2016-01-01 00:00:00
"2016",1,16000,137746,12956048693.00,94057.531202,100.96552,107.0,93.03448,102.1069,777.98276,800.0,,25.01612903225805,19.0483870967742,46.145161290322605,11.98387096774195,19388347.25,2016-01-01 00:00:00
"2019",27,16864,165114,11383817092.00,68945.195997,96.84848600000001,107.84848600000001,93.69697,97.34242400000001,867.718184,798.345456,160.704,31.35514592933947,26.704454685099844,62.345622119815665,10.073886328725028,1357230367.53,2019-07-02 00:00:00
"2020",20,18268,180422,15040818471.00,83364.658805,84.793102,88.793102,81.896552,73.84827600000001,857.1,781.8689699999999,164.518,46.225806451612904,32.61290322580645,83.2903225806452,12.612903225806459,1896222776.91,2020-05-13 00:00:00
"2017",42,15936,106069,10152413829.00,95715.183786,103.59375,107.59375,96.0,108.55,781.9,803.375,151.21800000000002,30.645161290322587,23.74193548387097,49.54838709677419,10.548387096774201,505498563.85,2017-10-15 00:00:00
"2018",12,15200,98823,10437747306.00,105620.627849,103.0,108.0,96.3,108.33,807.64,831.8100000000001,165.38,33.77419354838709,24.06451612903226,58.90322580645162,10.064516129032251,630243976.11,2018-03-19 00:00:00
"2019",50,18883,208097,15020122548.00,72178.467483,98.625,109.0,95.0,100.812502,854.825,804.95,166.902,38.645161290322584,27.290322580645157,73.54838709677418,11.645161290322587,2156259108.08,2019-12-10 00:00:00
"2019",7,21606,175401,16820423887.00,95896.966875,98.0,109.0,95.0,98.47500000000001,878.8821439999999,807.232144,155.208,36.857142857142854,26.428571428571427,74.42857142857143,11.0,1435579473.51,2019-02-12 00:00:00
"2015",2,16786,107529,6922812899.00,64380.891657,100.233334,106.23333399999999,92.466666,100.95,726.853334,816.143334,130.672,25.38709677419356,18.80645161290323,45.774193548387096,13.19354838709677,369697147.33,2015-01-08 00:00:00
"2015",14,17439,325608,17621398837.00,54118.445606,99.09875,106.01875,92.0,101.023876,764.1055,793.210376,149.092,25.056221198156685,19.94193548387097,39.16221198156683,11.942857142857141,777169251.70,2015-04-02 00:00:00
"2017",36,13689,104456,9626430248.00,92157.753006,103.0,108.58620799999998,96.0,109.50345,791.337932,797.668966,159.738,31.5,22.666666666666675,49.83333333333333,10.0,514193232.49,2017-09-03 00:00:00
"2017",48,18255,185080,18107103794.00,97833.930159,104.0,108.96,96.96,112.26234400000001,779.260276,807.07738,169.962,38.49078341013824,25.13594470046083,55.603686635944705,9.147465437788018,577273412.59,2017-11-26 00:00:00
"2015",51,17901,143674,9591899423.00,66761.553398,101.483872,108.45161399999999,94.45161399999999,103.845162,782.2064539999999,801.009678,137.658,26.032258064516125,19.516129032258053,46.51612903225806,11.48387096774193,27143686.15,2015-12-17 00:00:00
"2016",29,11918,58271,5465388622.00,93792.600470,98.896552,105.44827599999999,92.44827599999999,99.231034,796.3,807.32069,136.95199999999997,27.0,19.612903225806445,45.61290322580645,8.61290322580645,475299913.69,2016-07-15 00:00:00
"2020",40,5,13,13303000.00,1023307.692307,88.13333333333333,92.23333333333333,83.16666666666667,79.69333333333334,,,199.08999999999997,43.199999999999996,28.26666666666666,82.6,13.133333333333336,1344867394.28,2020-09-30 00:00:00
"2018",49,16992,128084,10582265366.00,82619.728974,97.322582,108.16129000000001,94.83870999999999,95.89355,868.69355,838.758066,148.494,34.0,25.387096774193555,63.29032258064516,9.258064516129034,1359148655.20,2018-12-03 00:00:00
"2016",21,10749,56527,5619256077.00,99408.354892,98.40625,105.40625,91.40625,99.61562799999999,763.40625,790.8625000000001,129.914,25.645161290322587,20.096774193548384,40.09677419354839,8.548387096774192,554511750.31,2016-05-20 00:00:00
"2018",6,16413,112108,11660996946.00,104015.743265,104.5,108.75,97.0,109.825,792.225,819.575,161.67000000000002,40.92857142857144,26.78571428571428,68.35714285714286,12.0,608623008.77,2018-02-05 00:00:00
"2020",34,15661,146666,11163470928.00,76114.920486,91.225806,97.45161399999999,87.225806,86.651614,845.867742,768.9451640000001,187.8375,46.0,32.0,89.32258064516127,15.419354838709669,1582284244.73,2020-08-19 00:00:00
"2020",32,14188,136010,9005228825.00,66210.049444,90.322582,95.645162,86.322582,84.84516199999999,849.796774,767.364516,201.044,46.0,32.0,87.51612903225806,15.870967741935488,1582284244.73,2020-08-05 00:00:00
"2018",21,11791,71040,6423125427.00,90415.616934,101.258066,107.74193600000001,95.0,107.967742,829.86129,838.13871,175.8425,31.70967741935483,23.0,52.290322580645174,9.709677419354842,580138952.82,2018-05-21 00:00:00
"2015",23,15129,97297,6972537820.00,71662.413229,100.53125,106.6875,93.6875,103.85937800000002,774.36875,805.1375,133.366,25.218894009216587,18.066820276497698,38.05760368663594,10.923963133640557,765254051.08,2015-06-04 00:00:00
"2016",10,16337,174798,14689427838.00,84036.589880,98.064516,105.0,92.064516,97.348386,754.5806460000001,787.738712,130.76,26.04608294930876,21.76958525345623,49.56697918321944,10.014778325123157,527386281.98,2016-03-04 00:00:00
"2016",16,10542,57076,4971079134.00,87095.786915,99.0,105.44827599999999,92.55172400000001,100.217242,754.3896560000001,783.8000000000001,136.67499999999998,25.8,17.8,39.0,9.200000000000001,456766138.64,2016-04-15 00:00:00
"2016",33,11246,74318,6009316059.00,80859.496474,100.0,106.0,93.363636,100.827274,804.845456,812.77273,142.40800000000002,27.0,19.0,45.0,8.290322580645162,376698704.69,2016-08-12 00:00:00
"2018",44,17514,194697,15502243188.00,79622.403981,98.996364,110.93999999999998,95.98,99.242546,863.0098180000001,853.4014540000001,148.04000000000002,34.80138248847926,25.939631336405533,57.826728110599085,8.953917050691242,1260448006.54,2018-10-29 00:00:00
"2015",46,14741,68072,5624610887.00,82627.378173,101.38709800000001,108.77419400000001,94.77419400000001,105.109678,783.490324,799.1129040000001,136.742,24.333333333333325,19.333333333333332,42.33333333333332,10.333333333333329,765053000.81,2015-11-12 00:00:00
"2017",51,15918,122036,13974552213.00,114511.719599,104.0,109.0,97.0,111.434482,783.92759,813.23793,166.57599999999996,37.774193548387096,33.5806451612903,60.29032258064519,9.61290322580645,511372815.59,2017-12-17 00:00:00
"2019",45,19425,153664,14252174344.00,92748.947990,97.413792,108.206896,95.0,99.09655,858.655172,801.6137919999999,166.07199999999997,38.0,26.0,70.0,11.833333333333329,1416638880.79,2019-11-05 00:00:00
"2017",11,14816,98394,8620339681.00,87610.420157,97.48387199999999,104.0,90.967742,94.709678,782.1741939999999,787.3806500000001,135.51600000000002,30.548387096774185,25.193548387096772,53.03225806451614,10.548387096774201,430312303.89,2017-03-12 00:00:00
"2015",40,11464,116937,7004575311.00,59900.419123,100.02,107.0,93.02,102.326,781.416,803.796,138.09,24.97235023041474,19.0,40.98617511520737,10.047619047619042,678993256.76,2015-10-01 00:00:00
"2020",15,22589,196474,14642209319.00,74524.920951,85.933334,91.39999999999999,83.933334,76.373334,847.72,774.6133339999999,148.57399999999998,47.0,33.766666666666666,96.73333333333332,16.06666666666667,1946686851.41,2020-04-08 00:00:00
"2015",29,13722,72665,5276510127.00,72614.190146,98.967742,105.0,91.51613,98.71612999999999,784.2838720000001,795.054838,136.048,26.193548387096772,19.0,39.90322580645161,10.451612903225799,634535672.05,2015-07-16 00:00:00
"2016",4,13112,101438,9723726409.00,95858.814339,100.310346,107.0,93.689656,100.33793,779.5551720000001,803.8,128.43,25.61290322580644,20.838709677419356,51.51612903225807,11.387096774193543,367693897.13,2016-01-22 00:00:00
"2016",47,12976,87048,7502647498.00,86189.774584,99.4,106.466666,92.86666600000001,98.026666,804.5933340000001,817.1,122.24600000000001,28.000000000000004,21.5,50.00000000000001,13.0,464932816.04,2016-11-18 00:00:00
"2016",50,13177,86052,7349316704.00,85405.530423,98.0,105.3,90.766666,94.503334,812.2933340000001,816.54,116.27799999999999,27.774193548387103,22.38709677419356,50.93548387096773,14.0,611719029.32,2016-12-09 00:00:00
"2018",27,15677,85807,9261605210.00,107935.310755,100.6875,106.6875,94.6875,104.86562799999999,830.7125,849.7125,170.824,34.096774193548384,23.29032258064517,58.0,9.0,820628972.03,2018-07-02 00:00:00
"2020",9,18680,259642,18458251464.00,71091.161922,97.285714,106.28571400000001,93.142858,97.42142799999999,848.885714,786.264286,172.35999999999999,45.58620689655174,32.72413793103448,98.06896551724138,13.86206896551723,1149503096.49,2020-02-26 00:00:00
"2019",51,18653,209455,14974456685.00,71492.476594,98.40625,109.0,95.0,100.70312799999999,854.25625,803.2875,169.31400000000002,39.09677419354839,28.193548387096772,76.03225806451614,12.096774193548384,2156259108.08,2019-12-17 00:00:00
"2017",17,12389,120016,16104530863.00,134186.532320,98.928572,105.857142,92.928572,100.364286,785.4714280000001,779.592858,139.96599999999998,28.333333333333325,19.666666666666675,43.66666666666667,9.166666666666668,450836277.92,2017-04-23 00:00:00
"2019",28,15567,170911,13098224368.00,76637.690774,96.636364,107.636364,93.272728,96.981818,865.363636,797.70909,155.686,32.4516129032258,25.838709677419356,63.4516129032258,10.290322580645157,1367002998.62,2019-07-09 00:00:00
"2017",43,14201,140429,12727997067.00,90636.528544,103.8125,107.8125,96.0,108.9,781.9,804.25,156.014,31.322580645161285,24.870967741935488,49.774193548387096,10.774193548387101,505498563.85,2017-10-22 00:00:00
