"YY","WK","SALE_SUM_CNT","SALE_SUM_QTY","SALE_SUM_AMT","SALE_SUM_AVG","INCOME_CSI","CONSUME_CSI","P_CONSUME_CSI","CONSUME_INDEX","IT_EMP","FIN_EMP","HARDWARE_PRC","G_MOUSE","G_CPU","G_LABTOP","G_TABLET","REBT_AMT","DT"
"2017",52,13409,150510,17460015064.00,116005.681110,104.0,109.0,97.0,111.096552,785.61724,815.386206,166.27,37.322580645161295,36.741935483870996,61.870967741935495,9.838709677419356,511372815.59,2017-12-24 00:00:00
"2016",11,14767,92815,8823193660.00,95062.152238,98.29032400000001,105.0,92.29032400000001,97.86774399999999,754.5129039999999,786.4741919999999,132.60999999999999,26.258064516129032,20.709677419354843,47.16129032258065,10.0,512515061.24,2016-03-11 00:00:00
"2017",12,13878,113485,10564584872.00,93092.345878,97.70967800000001,104.0,91.41935599999998,95.274192,787.435484,789.0516100000001,136.776,30.3225806451613,24.290322580645157,50.54838709677419,10.322580645161285,430312303.89,2017-03-19 00:00:00
"2019",46,18796,172271,13356031806.00,77529.194153,97.896552,108.44827599999999,95.0,99.67586200000001,857.7862079999999,803.496552,165.20600000000002,38.0,26.0,70.0,11.6,1416638880.79,2019-11-12 00:00:00
"2020",4,10993,173514,11214543980.00,64631.925838,100.12903200000001,109.70967800000001,95.0,103.125808,850.0064500000001,786.290324,182.7425,42.032258064516135,30.6774193548387,84.38709677419355,13.0,1454675793.97,2020-01-22 00:00:00
"2016",5,12919,120186,11956582587.00,99483.988043,100.068966,107.0,93.931034,99.686206,780.134482,805.2,128.48399999999998,25.838709677419356,21.516129032258057,53.5483870967742,11.161290322580642,367693897.13,2016-01-29 00:00:00
"2016",42,12523,76096,6635603532.00,87200.424884,100.38709800000001,107.0,94.38709800000001,101.416128,789.932258,813.532258,128.76,29.0,19.709677419354843,49.70967741935484,10.709677419354843,450581860.47,2016-10-14 00:00:00
"2015",35,11222,94652,7565616859.00,79930.871603,100.0,105.83870999999999,92.67742,100.890322,782.87742,795.4806459999999,121.102,24.80645161290323,19.0,41.0,11.0,515765002.41,2015-08-27 00:00:00
"2016",51,12665,84311,8058580195.00,95581.599020,98.0,104.6,90.53333400000001,94.106666,807.486666,813.1800000000001,120.75999999999999,28.67741935483872,22.838709677419356,53.19354838709678,14.0,611719029.32,2016-12-16 00:00:00
"2018",30,12878,99391,13054188393.00,131341.755219,99.375,105.375,93.375,101.78125200000001,836.225,851.025,179.048,34.774193548387096,25.322580645161285,58.0,9.0,820628972.03,2018-07-23 00:00:00
"2020",10,24178,219627,18522586271.00,84336.562767,95.4375,103.96875,91.75,94.009378,848.478128,784.3406280000002,168.882,46.0967741935484,33.096774193548384,100.0,14.290322580645157,1414001224.58,2020-03-04 00:00:00
"2016",48,11625,136893,10136890674.00,74049.737196,98.7,106.23333399999999,91.933334,96.463334,810.8466660000001,818.5000000000001,118.772,27.533333333333328,21.73333333333333,49.533333333333324,13.46666666666667,464932816.04,2016-11-25 00:00:00
"2016",25,12651,69884,6125983856.00,87659.319100,98.0,105.0,91.49999999999999,98.4,778.35,797.8,129.962,27.0,20.533333333333328,43.33333333333333,9.0,704753159.18,2016-06-17 00:00:00
"2019",3,20012,138167,13646479623.00,98768.009893,98.483872,109.0,94.51612999999999,97.20967799999998,881.7,820.667742,141.522,36.41935483870967,27.032258064516125,74.41935483870967,11.0,1547567696.85,2019-01-15 00:00:00
"2018",33,11780,64431,7399784573.00,114848.203085,98.51613,105.48387199999999,93.48387199999999,99.98065,851.541938,847.4806500000001,170.57500000000002,34.09677419354839,26.0,58.0,9.0,809322571.68,2018-08-13 00:00:00
"2018",10,17770,108954,11684825297.00,107245.491647,103.0,108.0,96.766666,108.376666,803.813334,836.803334,161.164,36.03225806451613,25.41935483870967,63.87096774193547,11.419354838709685,630243976.11,2018-03-05 00:00:00
"2020",24,16198,184432,10938107065.00,59306.991547,87.375,91.75,83.375,79.175,861.925,778.95,180.206,44.1,31.1,78.4,11.7,1962708262.76,2020-06-10 00:00:00
"2018",39,6950,81537,10762110345.00,131990.511608,100.785714,110.642858,95.857142,100.02142800000001,855.242858,851.192858,176.175,31.333333333333325,25.166666666666668,53.83333333333333,8.166666666666668,1667956072.37,2018-09-24 00:00:00
"2018",16,14256,118473,9975021369.00,84196.579549,102.387098,107.387098,95.387098,107.68709799999999,812.980646,835.219356,179.964,31.43333333333333,23.0,53.86666666666667,9.0,726696740.91,2018-04-16 00:00:00
"2016",19,9922,41117,3250162683.00,79046.688304,98.84375,105.84375,91.84375,100.70937799999999,756.84375,786.8375,133.41333333333333,24.29032258064517,19.193548387096786,39.19354838709678,8.096774193548388,554511750.31,2016-05-06 00:00:00
"2016",31,11129,191161,14702551660.00,76911.878782,99.86206800000001,105.931034,92.931034,100.34137999999999,806.1,814.127586,141.838,27.0,19.161290322580644,45.16129032258065,8.161290322580644,475299913.69,2016-07-29 00:00:00
"2015",4,14723,151122,8046579841.00,53245.588603,100.7,106.7,93.4,101.64999999999999,735.16,811.43,135.92,26.290322580645153,18.35483870967743,47.58064516129033,13.645161290322587,369697147.33,2015-01-22 00:00:00
"2017",46,17951,102856,9762129119.00,94910.643219,104.0,108.5,96.49999999999999,110.8,780.5,806.05,163.85999999999999,35.26666666666667,25.53333333333333,52.8,10.066666666666672,603633651.39,2017-11-12 00:00:00
"2019",23,11063,84804,6112780347.00,72081.273843,97.0,108.82142800000001,94.0,97.84642799999999,856.667858,792.7214280000001,158.4825,32.73333333333333,23.53333333333333,62.0,10.86666666666667,1298594580.99,2019-06-04 00:00:00
"2018",2,16425,95057,11197442440.00,117797.136875,104.363636,109.0,97.0,110.74545599999999,787.154546,814.90909,173.094,38.4516129032258,35.51612903225807,64.74193548387095,10.580645161290315,641547367.30,2018-01-08 00:00:00
"2020",30,16804,138802,13112749883.00,94470.900152,89.41935599999998,94.41935599999998,85.41935599999998,83.50323,853.5516100000001,769.529032,193.32800000000003,44.70967741935484,31.03225806451613,83.7741935483871,14.387096774193543,2034472279.00,2020-07-22 00:00:00
"2019",17,13760,155984,13983261319.00,89645.484915,98.8125,110.0,95.0,101.343752,860.056252,793.143752,160.17400000000004,32.0,25.0,59.233333333333334,11.0,1553525693.30,2019-04-23 00:00:00
"2017",38,14449,104570,9866866244.00,94356.567313,103.0,107.62069000000001,96.0,108.34483,785.593102,799.696552,162.0,30.1,21.733333333333327,49.366666666666674,10.0,514193232.49,2017-09-17 00:00:00
"2016",37,12127,59694,5474774723.00,91713.986715,100.0,106.23333399999999,94.0,101.376666,797.75,809.773334,133.796,27.4,19.0,45.800000000000004,9.2,529928268.94,2016-09-09 00:00:00
"2017",30,12476,97735,12799453753.00,130960.799641,103.0,108.16129000000001,96.83871,111.283872,772.4419359999999,784.070968,158.81,28.0,20.38709677419356,52.225806451612904,9.0,510838183.80,2017-07-23 00:00:00
"2016",14,16343,199032,18340921114.00,92150.614544,98.96128999999999,105.00689600000001,92.95439400000001,99.42200199999999,754.312994,782.736776,135.54000000000002,26.91658986175116,17.35514592933947,39.76036866359448,9.99047619047619,496586797.64,2016-04-01 00:00:00
"2018",48,21268,214174,21846199166.00,102002.106539,97.133334,108.2,95.06666600000001,95.94,866.2733339999999,841.3799999999999,148.716,34.1,25.099999999999998,61.60000000000001,9.0,1409964574.12,2018-11-26 00:00:00
"2017",7,14940,99816,8610121971.00,86259.937995,97.46428599999999,104.0,90.0,92.94285599999999,775.032144,790.764286,129.232,32.000000000000014,25.5,59.5,11.5,408337432.51,2017-02-12 00:00:00
"2015",42,16457,72269,5841838412.00,80834.637424,100.46666599999999,107.46666599999999,93.46666599999999,103.46666599999999,781.4,800.8333339999999,137.97400000000002,24.161290322580644,19.0,40.58064516129031,10.0,712562584.16,2015-10-15 00:00:00
"2015",19,11701,79617,4805362313.00,60355.983181,101.0,106.206896,92.413792,103.968966,772.9793099999999,796.3103459999999,136.24,25.83870967741936,17.16129032258064,35.48387096774194,10.161290322580642,486860052.70,2015-05-07 00:00:00
"2017",1,29166,247945,26461932670.00,106725.010264,98.0,103.15625,90.0,93.05937800000001,793.890628,804.453128,127.44200000000001,31.193548387096786,24.0,59.193548387096776,13.806451612903231,611719029.32,2017-01-01 00:00:00
"2017",1,29166,247945,26461932670.00,106725.010264,98.0,103.15625,90.0,93.05937800000001,793.890628,804.453128,127.44200000000001,31.193548387096786,24.0,59.193548387096776,13.806451612903231,433225889.39,2017-01-01 00:00:00
"2016",43,12768,88875,6851549024.00,77091.972140,100.612904,107.0,94.612904,101.48387199999999,790.067742,813.667742,127.30999999999999,29.0,20.16129032258064,50.16129032258065,11.16129032258064,450581860.47,2016-10-21 00:00:00
"2017",24,13223,71518,7425442508.00,103826.204703,102.46666599999999,107.4,96.0,109.44000000000001,785.046666,780.36,151.924,26.86666666666667,21.43333333333333,46.733333333333334,8.433333333333334,637180897.50,2017-06-11 00:00:00
"2018",17,13719,105012,14777222584.00,140719.370967,102.16129,107.16129000000001,95.16129,107.46129,814.041936,837.658066,174.786,31.2,23.0,53.4,9.0,726696740.91,2018-04-23 00:00:00
"2016",6,13670,121525,9919712310.00,81626.927052,99.67742,106.67742000000001,93.67742,99.129034,776.154838,802.77742,129.988,25.995391705069128,21.98617511520737,54.58906721754331,10.930716669315085,536439985.73,2016-02-05 00:00:00
"2019",35,16124,189846,17945028219.00,94524.131237,94.133334,105.13333400000002,92.0,92.63333399999999,848.1266659999999,798.04,145.57999999999998,39.48387096774193,24.741935483870957,73.0967741935484,12.741935483870972,823571560.42,2019-08-27 00:00:00
"2015",36,16641,144096,8071072483.00,56011.773283,100.0,106.06666600000001,93.0,101.17999999999999,782.146666,796.446666,130.198,24.98617511520737,19.0,41.0,10.952380952380958,614373044.41,2015-09-03 00:00:00
"2018",25,14047,120082,10680457870.00,88943.037840,101.0,107.31034600000001,95.0,106.406898,831.168966,845.768966,177.268,33.26666666666667,23.0,55.8,9.366666666666665,790296814.30,2018-06-18 00:00:00
"2018",31,10350,75580,10412404214.00,137766.660677,98.97379,105.05121000000001,93.05121,100.855828,838.8468560000001,851.0739520000001,181.402,34.91705069124423,25.91705069124423,58.0,9.0,814168171.83,2018-07-30 00:00:00
"2020",5,20349,208906,22809776239.00,109186.793289,100.80645200000001,109.935484,95.0,103.961292,848.990322,781.8645159999999,174.79999999999998,42.709677419354826,30.903225806451616,85.51612903225808,13.0,1411079694.33,2020-01-29 00:00:00
"2019",41,12569,111394,10378604362.00,93170.227857,97.0,106.580646,94.29032400000001,97.46451599999999,850.670968,806.4580659999999,160.6225,36.51612903225807,25.25806451612903,65.54838709677418,11.258064516129027,1772727044.76,2019-10-08 00:00:00
"2018",11,16564,122757,10413107230.00,84826.993409,103.0,108.0,96.53333400000001,108.35333399999999,805.726666,834.3066659999998,168.42000000000002,34.90322580645163,24.74193548387097,61.38709677419355,10.741935483870972,630243976.11,2018-03-12 00:00:00
"2016",26,12355,133968,9404244901.00,70197.695725,98.0,105.0,91.733334,98.30666599999999,782.48,799.293334,128.098,27.0,20.299999999999994,44.5,9.0,704753159.18,2016-06-24 00:00:00
"2017",41,14992,106973,9892340790.00,92475.117926,103.375,107.375,96.0,108.2,781.9,802.5,156.3825,29.967741935483872,22.612903225806445,49.3225806451613,10.322580645161285,505498563.85,2017-10-08 00:00:00
"2018",34,13341,117617,10605686686.00,90171.375617,98.29032400000001,105.70967800000001,93.70967800000001,99.55161,857.95484,845.6516099999999,174.392,33.645161290322584,26.0,58.0,9.0,809322571.68,2018-08-20 00:00:00
"2017",21,12837,126371,10896758290.00,86228.314170,101.36363999999999,106.0,95.36363999999999,106.37272800000001,783.8545460000001,777.912122,143.922,26.51612903225807,20.48387096774193,44.483870967741936,8.258064516129032,679704226.25,2017-05-21 00:00:00
"2019",32,15443,143285,12537093854.00,87497.601661,95.533334,106.533334,92.0,95.08333400000001,855.7566659999999,796.36,140.44,36.774193548387096,23.38709677419356,68.35483870967741,11.387096774193546,823571560.42,2019-08-06 00:00:00
"2020",19,15603,146523,13980790821.00,95417.039106,83.827588,87.827588,81.413792,72.206896,854.3,782.42414,160.9025,46.6774193548387,32.83870967741936,84.8709677419355,12.838709677419358,1896222776.91,2020-05-06 00:00:00
"2015",50,18920,86991,6903114313.00,79354.350599,101.70967800000001,109.12903200000001,95.129032,104.612904,784.21613,801.574192,139.50600000000003,26.48387096774193,19.74193548387097,46.741935483870975,11.258064516129027,27143686.15,2015-12-10 00:00:00
"2018",5,17735,115552,14175420794.00,122675.685353,104.93896,108.97857200000001,97.0,110.27201199999999,789.2236999999999,813.618118,173.946,41.69305464121135,27.537689269256084,68.67758393680052,11.907834101382488,627436927.93,2018-01-29 00:00:00
"2016",20,12297,64006,5340611548.00,83439.233009,98.625,105.625,91.625,100.16250199999999,760.125,788.85,132.038,24.967741935483872,19.645161290322587,39.645161290322584,8.32258064516129,554511750.31,2016-05-13 00:00:00
"2017",47,14562,98537,9702663875.00,98467.214092,104.0,108.73333399999999,96.733334,111.546666,779.846666,806.54,171.23,36.9,25.299999999999994,54.2,9.6,603633651.39,2017-11-19 00:00:00
"2015",13,13274,181347,12531446419.00,69102.033223,99.5625,106.5625,92.0,101.25625199999999,761.925,793.031252,151.038,25.2258064516129,20.2258064516129,41.25806451612901,12.0,911710078.30,2015-03-26 00:00:00
"2020",25,16811,149147,12162898873.00,81549.738667,87.59375,92.1875,83.59375,80.09374999999999,861.00625,777.9875,173.49,43.4,30.4,77.93333333333332,11.466666666666672,1962708262.76,2020-06-17 00:00:00
"2019",12,17417,124070,11229725913.00,90511.210711,98.0,109.68965599999999,95.0,99.73793,868.106898,794.6724120000001,150.08800000000002,32.774193548387096,25.7741935483871,64.25806451612902,11.0,1257384879.24,2019-03-19 00:00:00
"2020",39,16771,199359,15012021363.00,75301.447955,88.933334,93.633334,84.16666599999999,81.453334,,,195.45,43.800000000000004,29.06666666666667,84.39999999999999,13.53333333333333,2353517939.99,2020-09-23 00:00:00
"2017",33,11014,82478,6940139407.00,84145.340660,103.0,108.51613,96.483872,110.62903200000001,782.1387100000001,790.703226,153.8675,29.935483870967744,21.4516129032258,51.5483870967742,9.483870967741936,469264573.68,2017-08-13 00:00:00
"2019",18,16050,179536,17960158005.00,100036.527520,98.91632999999999,109.96128999999999,94.96128999999999,101.54103,858.6522000000001,793.406836,161.4125,32.02764976958526,24.944700460829488,59.11152073732719,11.0,1499050644.42,2019-04-30 00:00:00
"2019",15,14972,91779,9064310285.00,98762.356149,98.375,110.0,95.0,100.512502,862.987502,792.312502,160.336,32.0,25.0,59.699999999999996,11.0,1553525693.30,2019-04-09 00:00:00
"2018",45,20496,105946,11048825990.00,104287.334963,98.533334,110.3,95.766666,98.46000000000001,863.893334,850.6199999999999,154.02,34.800000000000004,25.799999999999994,58.800000000000004,9.0,1418433893.94,2018-11-05 00:00:00
"2019",38,18049,140012,12186908663.00,87041.886859,95.83871,105.612904,93.225806,95.21935599999999,847.216128,804.8806460000001,158.362,37.73333333333333,25.0,68.33333333333333,11.866666666666672,1431060377.81,2019-09-17 00:00:00
"2016",34,10221,58668,4857678014.00,82799.447978,100.0,106.0,93.575758,101.01818399999999,803.29697,811.41515,140.7075,27.0,19.0,45.0,8.516129032258064,376698704.69,2016-08-19 00:00:00
"2016",40,14924,194468,16912304948.00,86967.032869,100.0,106.93333399999999,94.0,101.306666,790.4,812.9933340000001,131.794,28.8,19.0,48.6,9.900000000000002,518593067.73,2016-09-30 00:00:00
"2017",27,13291,131779,8393275367.00,63692.055388,103.0,108.83870999999999,96.16129000000001,111.21612999999999,783.9580659999999,783.5290339999999,157.196,28.0,21.741935483870957,49.516129032258064,9.0,510838183.80,2017-07-02 00:00:00
"2017",4,7091,72865,8546834293.00,117296.840636,98.0,103.8125,90.0,92.468752,782.931252,800.056252,127.1825,32.548387096774185,24.0,60.548387096774185,12.451612903225799,433225889.39,2017-01-22 00:00:00
"2015",22,10366,149023,11418732761.00,76623.962482,101.0,106.931034,93.86206800000001,104.910346,772.906898,805.796552,133.53500000000003,25.161290322580644,17.838709677419356,37.51612903225806,10.838709677419358,486860052.70,2015-05-28 00:00:00
"2017",50,16137,116573,10787443414.00,92538.095562,104.0,109.0,97.0,111.77241399999998,782.23793,811.089656,167.18800000000002,38.225806451612904,30.4193548387097,58.70967741935481,9.38709677419355,511372815.59,2017-12-10 00:00:00
"2020",16,18004,150748,12822396058.00,85058.482089,85.0,90.0,83.0,74.6,849.05,777.25,150.85,47.0,33.533333333333324,93.46666666666668,15.13333333333333,1946686851.41,2020-04-15 00:00:00
"2015",39,8574,102917,10699785568.00,103965.191056,100.0,106.76666600000001,93.0,102.02000000000001,781.5866659999999,802.186666,136.85999999999999,25.0,19.0,41.0,10.266666666666671,653816261.21,2015-09-24 00:00:00
"2020",2,20925,221003,19898694032.00,90038.117274,98.774194,109.25806599999999,95.0,101.45483800000001,852.03871,795.141936,175.06400000000002,40.67741935483871,30.2258064516129,82.12903225806451,13.0,1454675793.97,2020-01-08 00:00:00
"2016",46,12063,73460,7329222578.00,99771.611462,100.1,106.7,93.8,99.59,798.34,815.7,119.68400000000001,28.466666666666672,21.266666666666673,50.466666666666676,12.53333333333333,464932816.04,2016-11-11 00:00:00
"2015",30,13083,79822,6729887401.00,84311.184898,99.41935599999998,105.0,91.29032400000001,99.190324,785.2096779999999,794.2870959999999,136.57,25.290322580645157,19.0,40.354838709677416,10.677419354838715,634535672.05,2015-07-23 00:00:00
"2017",10,15119,85844,8866218525.00,103282.914647,97.258066,104.0,90.51613,94.145162,776.912904,785.70968,132.394,30.7741935483871,26.096774193548384,55.51612903225806,10.774193548387101,430312303.89,2017-03-05 00:00:00
"2019",44,17156,222431,23662156627.00,106379.761036,97.01379399999999,107.929476,94.96128999999999,98.55461600000001,858.8990440000001,800.4060539999999,165.622,37.86175115207373,25.930875576036872,69.58525345622118,11.926113671274972,1670987569.34,2019-10-29 00:00:00
"2015",33,11002,56066,5342162746.00,95283.464952,100.0,105.387098,91.77419400000001,100.30322800000002,784.774194,794.3064499999999,131.2675,24.354838709677427,19.0,41.0,11.0,515765002.41,2015-08-13 00:00:00
"2018",28,13563,120893,8660291304.00,71636.002944,100.25,106.25,94.25,103.837502,832.55,850.15,179.73,34.3225806451613,23.967741935483872,58.0,9.0,820628972.03,2018-07-09 00:00:00
"2020",8,18966,207652,17807772199.00,85757.768762,98.285714,107.28571400000001,93.642858,99.246428,848.835714,784.739286,186.522,44.862068965517224,32.241379310344826,94.6896551724138,13.620689655172416,1149503096.49,2020-02-19 00:00:00
"2017",18,6441,38434,4039277079.00,105096.453114,99.454548,106.0,93.454548,101.79091000000001,784.6181839999999,778.548486,139.66,27.871274961597543,19.157296466973886,43.15729646697388,8.93563748079877,647008805.06,2017-04-30 00:00:00
"2019",52,16080,221970,21204099134.00,95526.869099,98.1875,109.0,95.0,100.593752,853.6875,801.6250000000001,168.775,39.548387096774185,29.096774193548388,78.51612903225805,12.548387096774201,2156259108.08,2019-12-24 00:00:00
"2016",3,13007,92260,7089726879.00,76845.077812,100.55172400000001,107.0,93.44827599999999,100.989656,778.975862,802.4,132.87999999999997,25.387096774193555,20.16129032258064,49.48387096774193,11.612903225806459,367693897.13,2016-01-15 00:00:00
"2017",44,19549,139824,13560871801.00,96985.294377,103.99375,108.03374999999998,96.03999999999999,109.31800000000001,781.788,805.059,158.52599999999998,32.11705069124423,25.83317972350232,50.14377880184332,10.915207373271885,561575756.73,2017-10-29 00:00:00
"2018",14,17462,98952,9935674392.00,100409.030560,102.83870999999999,107.83870999999999,95.83870999999999,108.13871000000002,810.858066,830.3419360000001,162.552,31.900000000000002,23.0,54.800000000000004,9.0,726696740.91,2018-04-02 00:00:00
"2019",1,18966,161565,12966075757.00,80252.998836,98.919355,109.0,94.080645,96.94839,880.35,828.28871,136.06333333333336,34.322580645161274,27.87096774193548,72.32258064516128,11.0,388328187.20,2019-01-01 00:00:00
"2019",1,18966,161565,12966075757.00,80252.998836,98.919355,109.0,94.080645,96.94839,880.35,828.28871,136.06333333333336,34.322580645161274,27.87096774193548,72.32258064516128,11.0,1105405497.75,2019-01-01 00:00:00
"2018",37,14383,113594,13309487033.00,117167.165809,99.285714,108.142858,94.857142,99.471428,861.1428579999999,846.942858,179.714,32.266666666666666,25.633333333333326,56.16666666666667,8.633333333333335,1667956072.37,2018-09-10 00:00:00
"2019",29,15249,170380,11211419791.00,65802.440374,96.424244,107.424244,92.84848600000001,96.62121200000001,863.009092,797.07273,159.02,33.58064516129033,24.935483870967744,64.58064516129033,10.516129032258073,1367002998.62,2019-07-16 00:00:00
"2020",22,16885,267380,24454372202.00,91459.242284,86.72414,90.72414,82.86206800000001,77.131034,862.7,780.75862,170.62999999999997,45.3225806451613,32.16129032258065,80.1290322580645,12.161290322580642,1896222776.91,2020-05-27 00:00:00
"2019",9,18888,189180,18437007173.00,97457.485849,98.0,109.00689600000001,95.0,99.51138,874.2406420000001,801.890296,154.08249999999998,34.373436471362716,26.914252797893344,71.40849242922975,11.0,1384666732.29,2019-02-26 00:00:00
"2019",21,15180,142593,12987165195.00,91078.560623,97.58064600000002,109.29032400000001,94.29032400000001,99.00323,855.322582,792.0096780000001,154.212,32.6774193548387,23.645161290322587,61.03225806451612,11.0,1458194357.76,2019-05-21 00:00:00
"2015",16,12417,150970,6306322702.00,41772.025581,100.0,106.0,92.0,102.3,768.4,793.3999999999999,150.10399999999998,25.46666666666667,18.6,37.13333333333333,11.066666666666672,676263631.75,2015-04-16 00:00:00
"2020",28,16833,155940,12705396946.00,81476.189213,88.51613,93.51613,84.51613,82.41935600000001,857.2096799999999,773.7741939999999,181.33,42.90322580645161,29.67741935483871,79.25806451612901,12.12903225806453,2034472279.00,2020-07-08 00:00:00
"2016",17,11633,72002,8083177371.00,112263.233951,99.0,105.68965599999999,92.310346,100.603448,754.4379299999999,784.5,137.48999999999998,25.1,18.266666666666673,39.0,8.733333333333333,456766138.64,2016-04-22 00:00:00
"2018",8,18375,126412,14794126462.00,117031.029190,103.5,108.25,97.0,108.875,798.675,832.725,167.074,38.42857142857142,26.28571428571428,66.85714285714286,12.0,608623008.77,2018-02-19 00:00:00
"2020",36,21683,232371,27586389990.00,118717.008533,91.73333400000001,98.533334,87.66666599999999,87.61333400000001,842.5,770.3,199.87,45.857142857142854,31.809523809523814,90.51612903225806,14.918586789554528,2133165455.63,2020-09-02 00:00:00
"2015",10,19157,112385,6296677663.00,56027.740917,101.53125,108.53125,92.0,102.50312799999999,755.3625,792.4406280000001,145.124,25.903225806451616,20.903225806451616,48.032258064516135,12.0,911710078.30,2015-03-05 00:00:00
"2018",51,17283,158767,11220125726.00,70670.389476,98.225806,108.612904,94.387098,96.435482,874.8354820000001,833.880646,137.04000000000002,34.0,26.741935483870975,67.80645161290322,10.161290322580637,1359148655.20,2018-12-17 00:00:00
"2016",23,13945,126877,13253635930.00,104460.508445,98.00625,105.00625,91.04624999999999,98.59962599999999,770.11425,794.7984999999999,132.32999999999998,26.91705069124423,20.91612903225806,41.087557603686626,8.972350230414746,640363983.95,2016-06-03 00:00:00
